Nombre parada,Coordenada Y,Coordenada X,Nueva columna georreferenciada
Corredor U. Col. Sagrado Corazon Lado Norte,11.016593,-74.844647,POINT(-74.844647 11.016593)
Corredor U. Jardines del Recuerdo Lado Norte,11.016558,-74.846957,POINT(-74.846957 11.016558)
Corredor U. Universidad del Norte Lado Norte,11.017333,-74.85048,POINT(-74.85048 11.017333)
Corredor U. Club Campestre del Caribe Lado Norte,11.017588,-74.852857,POINT(-74.852857 11.017588)
Corredor U. Col. Britanico Lado Norte,11.017101,-74.858004,POINT(-74.858004 11.017101)
Corredor U. Col. Aleman Lado Norte,11.017895,-74.860823,POINT(-74.860823 11.017895)
Corredor U. Villa Campestre Lado Norte,11.018218,-74.861758,POINT(-74.861758 11.018218)
Corredor U. Carulla Villa Campestre Lado Norte,11.019047,-74.864892,POINT(-74.864892 11.019047)
Corredor U. Universidad San Martin Lado Norte,11.019388,-74.866568,POINT(-74.866568 11.019388)
Corredor U. Olimpica Ciudad del Mar Lado Norte,11.019798,-74.868677,POINT(-74.868677 11.019798)
Corredor U. Universidad Antonio Nariño Lado Norte,11.020212,-74.870723,POINT(-74.870723 11.020212)
Corredor U. Universidad Antonio Nariño Lado Sur,11.019987,-74.870365,POINT(-74.870365 11.019987)
Corredor U. Olimpica Ciudad del Mar Lado Sur,11.019658,-74.868687,POINT(-74.868687 11.019658)
Corredor U. Universidad San Martin Lado Sur,11.019137,-74.866495,POINT(-74.866495 11.019137)
Corredor U. Villa Campestre Lado Sur,11.018168,-74.861993,POINT(-74.861993 11.018168)
Corredor U. Col. Aleman Lado Sur,11.017167,-74.85997,POINT(-74.85997 11.017167)
Corredor U. Col. Britanico Lado Sur,11.016952,-74.858197,POINT(-74.858197 11.016952)
Corredor U. Universidad del Norte Lado Sur,11.017378,-74.85142,POINT(-74.85142 11.017378)
Corredor U. Jardines del Recuerdo Lado Sur,11.016517,-74.848205,POINT(-74.848205 11.016517)
Corredor U. Col. Sagrado Corazon Lado Sur,11.016475,-74.844917,POINT(-74.844917 11.016475)
Corredor U. Col. Karl C. Parrish Lado Sur,11.016433,-74.842783,POINT(-74.842783 11.016433)
Carrera 51B con Calle 106 C.C. Gran Boulevard,11.014531,-74.836352,POINT(-74.836352 11.014531)
Carrera 51B con Calle 105,11.014019,-74.835614,POINT(-74.835614 11.014019)
Carrera 51B con Calle 102,11.01318,-74.834344,POINT(-74.834344 11.01318)
Carrera 51B con Calle 101,11.011464,-74.832279,POINT(-74.832279 11.011464)
Calle 100 con Carrera 49C Lado Occidente,11.010419,-74.832841,POINT(-74.832841 11.010419)
Calle 100 con Carrera 47 Lado Occidente,11.008723,-74.833675,POINT(-74.833675 11.008723)
